19,Agência de Desenvolvimento Regional - Itajaí (17ª),ADR ITI,S,Rua Jorge Mattos, 21,,Centro,76970,47 33985900         ,88302130,SC,clarice@iai.sdr.sc.gov.br,Claudir Maciel,Secretário de Estado,Clarice Ines Maciel,Ouvidora,I,,,,9,f,t,t,t,t,f,2,t,f,SC_521,f,t,f,t,384453,,,,,SC::OGE::Agência de Desenvolvimento Regional - Itajaí (17ª) - ADR ITI
20,Agência de Desenvolvimento Regional - Itapiranga (31ª),ADR ITA,S,Rua São Bonifácio, 226,,Centro,77011,49 34725000/91262833,89896000,SC,isidoro@ipx.sdr.sc.gov.br,Rolf Harry Trebien,Secretário de Estado,Isidoro Melz,Ouvidor,I,,,,9,f,t,t,t,t,f,2,t,f,SC_522,f,t,f,t,329394,,,,,SC::OGE::Agência de Desenvolvimento Regional - Itapiranga (31ª) - ADR ITA
21,Agência de Desenvolvimento Regional - Ituporanga (13ª),ADR ITU,S,Rua Tenente Jacob Philippi, 276,,Centro,77054,47 35338700/96633147,88400000,SC,ouvidoria@iup.sdr.sc.gov.br,Elias Souza,Secretário de Estado,Denise Goretti Stein Huntermann,Ouvidora,I,,,,9,f,t,t,t,t,f,2,t,f,SC_523,f,t,f,t,329394,,,,,SC::OGE::Agência de Desenvolvimento Regional - Ituporanga (13ª) - ADR ITU
22,Agência de Desenvolvimento Regional - Jaraguá do Sul (24ª),ADR JGS,S,Rua Thufie Mafhud, 155,,Centro,77097,47 32769200/32769231,89251050,SC,marili@jgs.sdr.sc.gov.br,,,Marili Maria Mora,Ouvidor Setorial,I,,,,9,f,t,t,t,t,f,2,t,f,SC_524,f,t,f,t,384453,,,,,SC::OGE::Agência de Desenvolvimento Regional - Jaraguá do Sul (24ª) - ADR JGS
23,Agência de Desenvolvimento Regional - Joaçaba (7ª),ADR JCA,S,Rua Rio Branco, 169,,Centro,77119,49 35279437         ,89600000,SC,marylise@jca.sdr.sc.gov.br,Ricardo Euclides Grando,Secretário de Estado,Marylise B. Casagrande,Ouvidora Setorial,I,,,,9,f,t,t,t,t,f,2,t,f,SC_525,f,t,f,t,384453,,,,,SC::OGE::Agência de Desenvolvimento Regional - Joaçaba (7ª) - ADR JCA
24,Agência de Desenvolvimento Regional - Joinville (23ª),ADR JVE,S,Rua 9 de Março, 817,,Centro,77127,47 34611203         ,89201400,SC,haidy@jve.sdr.sc.gov.br,Simone Schramm,Secretária de Estado,Haidy Gedra Von,,I,,,,9,f,t,t,t,t,f,2,t,f,SC_526,f,t,f,t,384453,,,,,SC::OGE::Agência de Desenvolvimento Regional - Joinville (23ª) - ADR JVE
25,Agência de Desenvolvimento Regional - Lages (27ª),ADR LGS,S,BR 282 - Km 212 -,Cx P. 199,Vila Mariza,77178,49 32896241         ,88523320,SC,galeti@lgs.sdr.sc.gov.br,Gabriel Sell Ribeiro,Secretário de Estado,Arnoldo Galeti,,I,,,,9,f,t,t,t,t,f,2,t,f,SC_527,f,t,f,t,384453,,,,,SC::OGE::Agência de Desenvolvimento Regional - Lages (27ª) - ADR LGS
26,Agência de Desenvolvimento Regional - Laguna (19ª),ADR LGA,S,Av. Gov Colombo Machado Salles, 145 2º andar,,Centro,77208,48 3644 7710        ,88790000,SC,elisabete@lga.sdr.sc.gov.br,,,Elisabete P de Oliveira,Ouvidor Setorial,I,,,,9,f,t,t,t,t,f,2,t,f,SC_528,f,t,f,t,329394,,,,,SC::OGE::Agência de Desenvolvimento Regional - Laguna (19ª) - ADR LGA
27,Agência de Desenvolvimento Regional - Mafra (25ª),ADR MFA,S,Rua Ten. Ary Rauem, 541,,Alto de Mafra,77348,47 36470020         ,89300000,SC,hack25@mfa.sdr.sc.gov.br,Wellington Roberto Bielecki,Secretário de Estado,Zaqueo Hack,Ouvidor Setorial,I,,2008-02-28 00:00:00,,9,f,t,t,t,t,f,2,t,f,SC_529,f,t,f,t,384553,,,,,SC::OGE::Agência de Desenvolvimento Regional - Mafra (25ª) - ADR MFA
28,Agência de Desenvolvimento Regional - Maravilha (2ª),ADR MAR,S,Av. Presidente Vargas, 430,,Floresta,77402,49 36646500/88273939,89874000,SC,edimara@mvh.sdr.sc.gov.br,Valci Dal Maso,Secretário de Estado,Edimara Becker,Ouvidora,I,,,,9,f,t,t,t,t,f,2,t,f,SC_530,f,t,f,t,384453,,,,,SC::OGE::Agência de Desenvolvimento Regional - Maravilha (2ª) - ADR MAR
29,Agência de Desenvolvimento Regional - Palmitos (29ª),ADR PAL,S,Rua Padre Manoel da Nobrega, 568,,Centro,77798,49 34624023         ,89887000,SC,juridico@pli.sdr.sc.gov.br,,,Siumara Raquel Scheuermann Balbinot,Ouvidor,I,,,,9,f,t,t,t,t,f,2,t,f,SC_531,f,t,f,t,329394,,,,,SC::OGE::Agência de Desenvolvimento Regional - Palmitos (29ª) - ADR PAL
30,Agência de Desenvolvimento Regional - Rio do Sul (12ª),ADR RSL,S,Rua Dom Pedro II, 1100,,Canoas,78301,47-35263029         ,89160000,SC,mario@rsl.sdr.sc.gov.br,,,Mario Martinho Wloch,,I,,,,9,f,t,t,t,t,f,2,t,f,SC_532,f,t,f,t,384453,,,,,SC::OGE::Agência de Desenvolvimento Regional - Rio do Sul (12ª) - ADR RSL
31,Agência de Desenvolvimento Regional - São Joaquim (28ª),ADR SJQ,S,Rua Getulio Vargas, 08,,Centro,78697,49-3233833          ,88600000,SC,gepaf@sjq.sdr.sc.gov.br,,,Luiz Gonzaga Costa,Ouvidor,I,,,,9,f,t,t,t,t,f,2,t,f,SC_533,f,t,f,t,329394,,,,,SC::OGE::Agência de Desenvolvimento Regional - São Joaquim (28ª) - ADR SJQ
32,Agência de Desenvolvimento Regional - São Lourenço do Oeste (3ª),ADR SLO,S,Rua Nereu Ramos, 1225,,Centro,78743,49 33721007         ,89990000,SC,ouvidoria@snx.sdr.sc.gov.br,,,Gilberto Luiz Zattera,Ouvidor,I,,,,9,f,t,t,t,t,f,2,t,f,SC_534,f,t,f,t,384453,,,,,SC::OGE::Agência de Desenvolvimento Regional - São Lourenço do Oeste (3ª) - ADR SLO
33,Agência de Desenvolvimento Regional - São Miguel do Oeste (1ª),ADR SMO,S,Rua Osvaldo Cruz, 167,2º andar,,78786,49-36312927         ,89900000,SC,mariag@sge.sdr.sc.gov.br,,,Maria Genoveva Vedoy,Ouvidor,I,,,,9,f,t,t,t,t,f,2,t,f,SC_535,f,t,f,t,384453,,,,,SC::OGE::Agência de Desenvolvimento Regional - São Miguel do Oeste (1ª) - ADR SMO
34,Agência de Desenvolvimento Regional - Seara (33ª),ADR SAR,S,Rua Sete de Setembro, 575,,Bairro Industrial,78883,49-3452 863         ,89770000,SC,leanischmitt@sar.sdr.sc.gov.br,,,Leani Kapp Schmitt,Ouvidora Setorial,I,,,,9,f,t,t,t,t,f,2,t,f,SC_536,f,t,f,t,329394,,,,,SC::OGE::Agência de Desenvolvimento Regional - Seara (33ª) - ADR SAR
35,Agência de Desenvolvimento Regional - Taió (34ª),ADR TAI,S,Av Nereu Ramos, 303,,Centro,78948,47-3562-8422        ,89190000,SC,ntetaio@sed.sc.gov.br,,,Rene Leandro Guzzo,Ouvidor,I,,,,9,f,t,t,t,t,f,2,t,f,SC_537,f,t,f,t,329394,,,,,SC::OGE::Agência de Desenvolvimento Regional - Taió (34ª) - ADR TAI
36,Agência de Desenvolvimento Regional - Timbó (35ª),ADR TIM,S,Rua Nereu Ramos, 913,,Centro,79022,47 33993027         ,89120000,SC,saudetimbo@tio.sdr.sc.gov.br,,,Odemar Slomp,,I,,,,9,f,t,t,t,t,f,2,t,f,SC_538,f,t,f,t,329394,,,,,SC::OGE::Agência de Desenvolvimento Regional - Timbó (35ª) - ADR TIM
37,Agência de Desenvolvimento Regional - Tubarão (20ª),ADR TUB,S,Av José Acácio Moreira, 1469,,Centro,79090,48-3631-9122        ,88704001,SC,adelinda@tro.sdr.sc.gov.br,,,Adelinda Garcia de Freitas,Ouvidor,I,,,,9,f,t,t,t,t,f,2,t,f,SC_539,f,t,f,t,384453,,,,,SC::OGE::Agência de Desenvolvimento Regional - Tubarão (20ª) - ADR TUB
38,Agência de Desenvolvimento Regional - Videira (9ª),ADR VID,S,Rod SC 453 - Km 4,5,,Morada do Sol,79235,(49) 3566-6487      ,89560000,SC,aline@vii.sdr.sc.gov.br,,,Aline Perazzoli Buratto,Ouvidora Setorial,I,,,,9,f,t,t,t,t,f,2,t,f,SC_540,f,t,f,t,384289,,,,,SC::OGE::Agência de Desenvolvimento Regional - Videira (9ª) - ADR VID
39,Agência de Desenvolvimento Regional - Xanxerê (5ª),ADR XXE,S,Rua Dr. José de Miranda Ramos, 321,,Centro,79332,49 33822003         ,89820000,SC,claudiao@xxe.sdr.sc.gov.br,,,Cláudio Olívio Biasuz,Ouvidor,I,,,,9,f,t,t,t,t,f,2,t,f,SC_541,f,t,f,t,384453,,,,,SC::OGE::Agência de Desenvolvimento Regional - Xanxerê (5ª) - ADR XXE
40,Secretaria Executiva de Gestão de Fundos Sociais,SGF,S,,,,76414,,,SC,,,,,,I,,,,9,f,t,t,t,t,f,2,t,f,SC_542,f,t,f,t,394595,,,,,SC::OGE::Secretaria Executiva de Gestão de Fundos Sociais - SGF
41,Secretaria Executiva de Assuntos Estratégicos,SAE,S,Rod. SC 401km 5,,4600,Saco Grande II,76414,3221-3515           ,88010300,SC,assuntosestratégicos@gge.sc.gov.br,Alexandre Fernandes,Secretario,,,I,,,,9,f,t,t,t,t,f,2,t,f,SC_543,f,t,f,t,328163,,,,,SC::OGE::Secretaria Executiva de Assuntos Estratégicos - SAE
42,Secretaria Executiva de Articulaçao Nacional,SAN,S,SBN-Setor Bancário Norte, Quadra 1,,Bloco B, Edifício CNCSala 602,,76414,61-31010906         ,70.041-9,DF,,,,,,A,,2023-02-17 00:00:00,,9,f,t,t,t,t,f,2,t,f,SC_544,f,f,f,t,614075,30,30,1,,SC::OGE::Secretaria Executiva de Articulaçao Nacional - SAN
43,Secretaria de Estado da Administração Prisional e Socioeducativa,SAP,S,Rua Fúlvio Aducci, 1214,,Estreito,76414,,88075000,SC,,,,,,A,,,,9,f,t,t,t,t,f,2,t,f,SC_545,f,f,f,t,613363,30,30,1,,SC::OGE::Secretaria de Estado da Administração Prisional e Socioeducativa - SAP
44,Secretaria Executiva de Políticas Sociais de Combate à Fome,SCF,S,AV: M auro Ramos,722,,Centro,76414,32293604            ,88020300,SC,,João Fachini,secretario,,,I,,,,9,f,t,t,t,t,f,2,t,f,SC_546,f,t,f,t,399007,,,,,SC::OGE::Secretaria Executiva de Políticas Sociais de Combate à Fome - SCF
45,Secretaria Especial de Articulação Internacional,SAI,S,Rod.  SC 401- km5, 4600,Bloco 3 - 1° andar.,Saco Grande II,76414,48 36652208         ,88032000,SC,rogerio@sai.sc.gov.br,Filipe Freitas de Mello,Secretario,Rogério Santos,Ouvidor Setorial,I,,2008-08-20 00:00:00,,9,f,t,t,t,t,f,2,t,f,SC_547,f,t,f,t,243564,,,,,SC::OGE::Secretaria Especial de Articulação Internacional - SAI
46,Secretaria de Estado da Coordenação e Articulação,SCA,S,Rod. Sc 401-km 5,4600,,Saco  Grande II,76414,32213000            ,88010300,SC,imprensa@scc.sc.gov.br,,Secretario,,,I,,,,9,f,t,t,t,t,f,2,t,f,SC_548,f,t,f,t,331813,,,,,SC::OGE::Secretaria de Estado da Coordenação e Articulação - SCA
47,Secretaria de Estado da Administração,SEA,S,Rod.  SC 401- km 5 - nº 4600,,Saco Grande II,76414,,88032000,SC,,,,,,A,,,,9,t,t,t,t,t,f,2,t,f,SC_549,f,f,t,t,614323,30,30,1,,SC::OGE::Secretaria de Estado da Administração - SEA
48,Secretaria de Estado da Agricultura, da Pesca e do Desenvolvimento Rural,SAR,S,Rod. Admar Gonzaga, 1486,,Itacorubi,76414,,88034000,SC,,,,,,A,,,,9,t,t,t,t,t,f,2,t,f,SC_550,f,f,f,t,613363,30,30,1,,SC::OGE::Secretaria de Estado da Agricultura, da Pesca e do Desenvolvimento Rural - SAR
49,Secretaria de Estado da Articulação Estadual,SEE,S,Rod.  SC 401- km5 - nº 4600,Saco Grande II,,76414,32213128            ,88032005,SC,gabsae@sae.sc.gov.br,Lírio Rosso,Secretario,,,I,,,,9,f,t,t,t,t,f,2,t,f,SC_551,f,t,f,t,243564,,,,,SC::OGE::Secretaria de Estado da Articulação Estadual - SEE
50,Secretaria de Estado da  Comunicação,SEC,S,Rod. SC 401 - km 5 - nº 4600,,Saco Grande II,76414,48 3221-3286        ,88035005,SC,patricia@sei.sc.gov.br,Derly Massaud de Anunciação,Secretário,Patrícia Terezinha Senna,Ouvidora Setorial,I,,,2010-01-19 00:00:00,9,f,t,t,t,t,f,2,t,f,SC_552,f,t,f,t,581990,,,,,SC::OGE::Secretaria de Estado da  Comunicação - SEC
51,Secretaria de Estado da Educação,SED,S,Rua Antônio Luz, 111,,Centro,76414,,88010410,SC,,,,,,A,,,,9,t,t,t,t,t,f,2,t,f,SC_553,f,f,f,t,613494,30,30,1,,SC::OGE::Secretaria de Estado da Educação - SED
52,Secretaria de Estado da Fazenda,SEF,S,Rod.  SC 401- km 5 - nº 4600,,Saco Grande,76414,,88032000,SC,,,,,,A,,,,9,t,t,t,t,t,f,2,t,f,SC_554,f,f,f,t,613494,30,30,1,,SC::OGE::Secretaria de Estado da Fazenda - SEF
53,Secretaria De Estado Da Segurança Pública,SSP,S,Av. Governador Ivo Silveira, nº 1521,,Capoeiras,76414,,88085000,SC,,,,,,A,,,,9,f,t,t,t,t,f,2,t,f,SC_555,f,f,f,t,613494,30,30,1,,SC::OGE::Secretaria De Estado Da Segurança Pública - SSP
54,Secretaria de Estado do Planejamento,SEPLAN,S,Rod.  SC 401- km5 - nº 4600,Centro Administrativo do Governo,Saco Grande,76414,,88032000,SC,,,,,,A,,2023-05-10 00:00:00,,9,t,t,t,t,t,f,2,t,f,SC_556,f,f,f,t,613494,30,30,1,,SC::OGE::Secretaria de Estado do Planejamento - SEPLAN
55,Secretaria de Estado da Assistência Social, Mulher e Família,SAS,S,Rua Dr. Fúlvio Aducci,767,,Estreito,76414,48 36640962         ,88075001,SC,,,,,,A,,,,9,t,t,t,t,t,f,2,t,f,SC_557,f,f,f,t,613363,30,30,1,,SC::OGE::Secretaria de Estado da Assistência Social, Mulher e Família - SAS
56,Secretaria de Estado da Indústria, do Comércio e do Serviço,SICOS,S,Rodovia SC 401 - Km 5, 4756,Edifício Office Park 2 - (2º andar),Saco Grande,76414,,88032005,SC,,,,,,A,,,,9,t,t,t,t,t,f,2,t,f,SC_558,f,f,f,t,613494,30,30,1,,SC::OGE::Secretaria de Estado da Indústria, do Comércio e do Serviço - SICOS
57,Secretaria de Estado da Infraestrutura e Mobilidade,SIE,S,R. Tenente Silveira, 162,Edifício das Diretorias,Centro,76414,,88010300,SC,,,,,,A,,,,9,t,t,t,t,t,f,2,t,f,SC_559,f,f,f,t,613494,30,30,1,,SC::OGE::Secretaria de Estado da Infraestrutura e Mobilidade - SIE
58,Secretaria de Estado do Turismo, Cultura e Esporte,SOL,S,R. Eduardo Gonçalves D,,Itacorubi,76414,48 3665-7476        ,88035490,SC,deise@sol.sc.gov.br,,,Deise Vicente Oliveira Veloso,,I,,,,9,f,t,t,t,t,f,2,t,f,SC_560,f,t,f,t,394526,,,,,SC::OGE::Secretaria de Estado do Turismo, Cultura e Esporte - SOL
59,Secretaria de Estado da Saúde,SES,S,Rua Esteves Júnior, 160,,Centro,76414,,88015130,SC,,,,,,A,,,,9,f,t,t,t,t,f,2,t,f,SC_561,f,f,f,t,613494,30,30,1,,SC::OGE::Secretaria de Estado da Saúde - SES
60,Agência Reguladora de Serviços Públicos de SC,AGESC,S,R General Bittencourt, 327,Ed José Boabaid - Térreo,Centro,76414,048 3229-5722       ,88020-10,SC,geovanesilva@agesc.sc.gov.br,Francisco Cardoso Camargo Filho,,Geovane Antonio da Silva,Ouvidora Setorial,I,,,,20,f,t,t,t,t,f,56,t,f,SC_562,f,t,f,t,233260,,,,,SC::OGE::SICOS::Agência Reguladora de Serviços Públicos de SC - AGESC
61,SC Par Porto de São Francisco do Sul,SC Par Porto SFS,S,Av. Eng Leite Ribeiro, 782,,Centro,78620,47 3471-1234        ,89240000,SC,monica@apfs.sc.gov.br,Paulo  César Côrtez Corsi,Presidente,Mônica Cristina Rosa,,A,,,,2,f,t,t,t,t,f,86,t,f,SC_563,f,f,f,t,398831,,,,,SC::OGE::SC Par::SC Par Porto de São Francisco do Sul - SC Par Porto SFS
62,Agência de Fomento do Estado de Santa Catarina S.A.,BADESC,S,Rua Almirante Alvim, 491,,Centro,76414,48 32165017         ,88015380,SC,camilas@badesc.gov.br,,,,,A,,,,,f,t,t,t,t,f,2,t,f,SC_564,f,f,f,t,613253,30,30,1,,SC::OGE::Agência de Fomento do Estado de Santa Catarina S.A. - BADESC
63,Companhia Catarinense de Águas e Saneamento,CASAN,S,Rua Emílio Blum, 83,,Centro,76414,48 3221 5000        ,88020010,SC,,,Presidente,,Ouvidora Setorial,A,,,,5,t,t,t,t,t,f,2,t,f,SC_565,f,f,f,t,406217,,,,,SC::OGE::Companhia Catarinense de Águas e Saneamento - CASAN
64,Centrais de Abastecimento do Estado de Santa Catarina,CEASA,S,Rod. Br 101 - Km 205,,Barreiros,76414,(48) 3378-1700      ,88117901,SC,,,,,,A,,,,,f,t,t,t,t,f,48,t,f,SC_566,f,f,f,t,614075,30,30,1,,SC::OGE::SAR::Centrais de Abastecimento do Estado de Santa Catarina - CEASA
65,Centrais Elétricas de Santa Catarina,CELESC,S,Av. Itamarati,160,,Itacorubi,76414,,88034900,SC,,,,,,A,,,,5,f,t,t,t,t,f,2,t,f,SC_567,f,f,f,t,613363,30,30,1,,SC::OGE::Centrais Elétricas de Santa Catarina - CELESC
66,Centro de Socioeconomia e Planejamento Agrícola,CEPA,S,Rua Admar Gonzaga, 1486,,Itacorubi,76414,48 3239-3900        ,88034000,SC,icepa@icepa.com.br,Airton Spies,Presidente,,,I,,,,,f,t,t,t,t,f,2,t,f,SC_568,f,t,f,t,399007,,,,,SC::OGE::Centro de Socioeconomia e Planejamento Agrícola - CEPA
67,Centro de Informática e Automação do Estado de Santa Catarina,CIASC,S,R. Murilo Andriani, 327,,Itacorubi,76414,,88034902,SC,,,,,,A,,,,4,f,t,t,t,t,f,1153,t,f,SC_569,f,f,f,t,613494,30,30,1,,SC::OGE::SCTI::Centro de Informática e Automação do Estado de Santa Catarina - CIASC
68,Companhia de Desenvolvimento do Estado de Santa Catarina,CODESC,S,Av. Mauro Ramos, N° 1207,,Centro,76414,,88020303,SC,,,,,,A,,,,,f,t,t,t,t,f,52,t,f,SC_571,f,f,f,t,613494,30,30,1,,SC::OGE::SEF::Companhia de Desenvolvimento do Estado de Santa Catarina - CODESC
69,Companhia de Habitação do Estado de Santa Catarina,COHAB,S,Rua Fúlvio Aducci, 767,,Estreito,76414,48 3271-7232        ,88075001,SC,sergio@cohab.sc.gov.br,Ronério Heiderscheidt,Presidente,Sérgio Veríssimo Ribeiro,,I,,,,,f,t,t,t,t,f,55,t,f,SC_572,f,t,f,t,279540,,,,,SC::OGE::SAS::Companhia de Habitação do Estado de Santa Catarina - COHAB
70,Departamento Estadual de Infra-Estrutura,DEINFRA,S,,Rua Tenente Silveira,164,Centro,76414,32513170            ,88010300,SC,bradacz@deinfra.sc.gov.br,Paulo Roberto Meller,Presidente,Darci Renato Bradacz,Ouvidor Setorial,I,,,,,f,t,t,t,t,f,57,t,f,SC_573,f,t,f,t,396933,,,,,SC::OGE::SIE::Departamento Estadual de Infra-Estrutura - DEINFRA
71,Departamento de Transportes e Terminais,DETER,S,R Tenente Silveira, 162,5 andar,Centro,76414,48 3212-3105        ,88010300,SC,zelia@deter.sc.gov.br,Neri Francisco Garcia,Presidente,Vera Marcia de Brum Medeiros,,I,,,,,f,t,t,t,t,f,57,t,f,SC_574,f,t,f,t,396933,,,,,SC::OGE::SIE::Departamento de Transportes e Terminais - DETER
